module_name,class_name,candidate_group,direct_param_count,has_weight,weight_shape,direct_param_dtypes
model.thinker.model.layers.1.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.1.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.1.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.1.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.1.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.1.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.1.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.1.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.1.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.1.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.2,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.2.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.2.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.2.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.2.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.2.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.2.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.2.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.2.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.2.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.2.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.2.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.2.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.2.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.2.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.3,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.3.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.3.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.3.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.3.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.3.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.3.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.3.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.3.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.3.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.3.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.3.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.3.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.3.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.3.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.4,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.4.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.4.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.4.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.4.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.4.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.4.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.4.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.4.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.4.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.4.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.4.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.4.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.4.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.4.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.5,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.5.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.5.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.5.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.5.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.5.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.5.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.5.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.5.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.5.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.5.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.5.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.5.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.5.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.5.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.6,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.6.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.6.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.6.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.6.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.6.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.6.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.6.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.6.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.6.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.6.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.6.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.6.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.6.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.6.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.7,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.7.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.7.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.7.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.7.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.7.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.7.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.7.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.7.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.7.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.7.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.7.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.7.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.7.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.7.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.8,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.8.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.8.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.8.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.8.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.8.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.8.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.8.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.8.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.8.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.8.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.8.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.8.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.8.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.8.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.9,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.9.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.9.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.9.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.9.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.9.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.9.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.9.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.9.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.9.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.9.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.9.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.9.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.9.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.9.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.10,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.10.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.10.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.10.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.10.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.10.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.10.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.10.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.10.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.10.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.10.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.10.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.10.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.10.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.10.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.11,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.11.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.11.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.11.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.11.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.11.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.11.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.11.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.11.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.11.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.11.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.11.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.11.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.11.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.11.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.12,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.12.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.12.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.12.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.12.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.12.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.12.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.12.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.12.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.12.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.12.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.12.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.12.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.12.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.12.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.13,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.13.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.13.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.13.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.13.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.13.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.13.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.13.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.13.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.13.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.13.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.13.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.13.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.13.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.13.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.14,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.14.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.14.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.14.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.14.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.14.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.14.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.14.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.14.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.14.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.14.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.14.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.14.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.14.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.14.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.15,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.15.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.15.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.15.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.15.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.15.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.15.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.15.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.15.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.15.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.15.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.15.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.15.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.15.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.15.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.16,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.16.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.16.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.16.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.16.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.16.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.16.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.16.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.16.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.16.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.16.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.16.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.16.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.16.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.16.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.17,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.17.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.17.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.17.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.17.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.17.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.17.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.17.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.17.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.17.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.17.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.17.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.17.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.17.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.17.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.18,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.18.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.18.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.18.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.18.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.18.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.18.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.18.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.18.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.18.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.18.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.18.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.18.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.18.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.18.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.19,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.19.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.19.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.19.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.19.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.19.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.19.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.19.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.19.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.19.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.19.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.19.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.19.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.19.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.19.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.20,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.20.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.20.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.20.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.20.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.20.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.20.self_attn.q_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.20.self_attn.k_norm,Qwen3ASRTextRMSNorm,,128,True,128,float16
model.thinker.model.layers.20.mlp,Qwen3ASRTextMLP,,0,False,,
model.thinker.model.layers.20.mlp.gate_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.20.mlp.up_proj,Linear,mlp_projection,12582912,True,6144x2048,float16
model.thinker.model.layers.20.mlp.down_proj,Linear,mlp_projection,12582912,True,2048x6144,float16
model.thinker.model.layers.20.mlp.act_fn,SiLUActivation,,0,False,,
model.thinker.model.layers.20.input_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.20.post_attention_layernorm,Qwen3ASRTextRMSNorm,,2048,True,2048,float16
model.thinker.model.layers.21,Qwen3ASRThinkerTextDecoderLayer,,0,False,,
model.thinker.model.layers.21.self_attn,Qwen3ASRTextAttention,,0,False,,
model.thinker.model.layers.21.self_attn.q_proj,Linear,attention_projection,4194304,True,2048x2048,float16
model.thinker.model.layers.21.self_attn.k_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.21.self_attn.v_proj,Linear,attention_projection,2097152,True,1024x2048,float16
model.thinker.model.layers.21.self_attn.o_proj,Linear,attention_projection,4194304,True,2048x2048,float16
